user_id,total_spending_idr,avg_txn_idr,median_txn_idr,max_txn_idr,txn_count,std_amount_idr,weekend_ratio,night_ratio,month_start_ratio,month_end_ratio,above_avg_ratio,spike_ratio,unique_categories,unique_merchants,active_months,fraud_ratio,avg_dist_merchant,spending_cov,impulse_score,cat_belanja_online,cat_elektronik,cat_fashion_&_pakai,cat_hiburan,cat_investasi_&_asu,cat_kecantikan_&_pe,cat_kesehatan,cat_kesehatan_&_kec,cat_makanan_&_minum,cat_olahraga_&_gym,cat_pendidikan,cat_properti_&_reno,cat_pulsa_&_data,cat_restoran_&_kafe,cat_sembako_&_kebut,cat_transportasi,cat_travel_&_hotel,dominant_payment,gender,age,cat_makanan_&_minum_ratio,cat_transportasi_ratio,cat_kesehatan_&_kec_ratio,cat_sembako_&_kebut_ratio,cat_kesehatan_ratio,cat_pendidikan_ratio,cat_belanja_online_ratio,cat_pulsa_&_data_ratio,cat_hiburan_ratio,cat_fashion_&_pakai_ratio,pendapatan_bulan,cluster,spending_persona,persona_encoded
BUDU00115,305700,16983.333333333332,12850.0,53100,18,14865.485093289877,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,6,15,11,0.0,0.15081666666666668,0.875298435326195,0.1056,0,0,0,0,0,0,29800,0,79400,0,73800,0,13000,0,78600,31100,0,Tunai,P,33.0,0.2597317631665031,0.10173372587504088,0.0,0.25711481844946027,0.09748119070984626,0.24141315014720313,0.0,0.042525351651946354,0.0,0.0,0,0,Rational Spender,2
BUDU00116,12015100,182046.9696969697,137600.0,665000,66,137880.42781806045,0.3333333333333333,0.18181818181818182,0.09090909090909091,0.3181818181818182,0.0,0.06060606060606061,9,43,12,0.015151515151515152,0.28376666666666667,0.757389304790804,0.1803,2824700,0,1162700,1803900,0,0,0,219400,3180900,0,756000,0,197100,0,590800,1279600,0,Ovo,P,34.0,0.26474186648467346,0.10649932168687734,0.018260355719053524,0.049171459247114045,0.0,0.0629208246290085,0.23509583773751364,0.016404357849705786,0.15013607876755083,0.09676989787850289,0,1,Emotional Spender,0
BUDU00117,2326600,62881.08108108108,47100.0,225600,37,55823.08780542448,0.2972972972972973,0.1891891891891892,0.1891891891891892,0.16216216216216217,0.0,0.13513513513513514,7,21,12,0.0,0.21482702702702702,0.8877564896418404,0.1811,0,0,519800,100000,0,0,0,0,272100,0,278700,0,212900,0,742400,200700,0,Tunai,L,26.0,0.11695177512249634,0.08626321671108055,0.0,0.3190922375999312,0.0,0.11978853262271125,0.0,0.09150691996905355,0.04298117424568039,0.22341614372904667,0,0,Rational Spender,2
BUDU00118,41537800,704030.5084745763,411500.0,2587900,59,587810.9780786141,0.3898305084745763,0.23728813559322035,0.0847457627118644,0.288135593220339,0.3728813559322034,0.11864406779661017,10,39,12,0.01694915254237288,0.2362,0.8349225935566696,0.3,4111300,5830900,3088700,4786600,0,4105200,0,0,5631100,390800,0,0,0,7587600,0,508000,5497600,Kartu Debit,L,22.0,0.1355656775274569,0.012229824400907125,0.0,0.0,0.0,0.0,0.09897731704616036,0.0,0.11523479818382293,0.07435877682496425,0,1,Emotional Spender,0
BUDU00119,12213900,182297.01492537314,132000.0,718600,67,145458.78617602584,0.43283582089552236,0.208955223880597,0.1791044776119403,0.2537313432835821,0.0,0.05970149253731343,9,43,12,0.0,0.24433432835820895,0.7979219310616372,0.2231,2739400,0,1033400,1238000,0,0,0,1155800,4056700,0,515800,0,56600,0,819500,598700,0,Gopay,P,37.0,0.3321379739477153,0.04901792220339122,0.09462988889707628,0.0670956860626008,0.0,0.042230573363135446,0.22428544527137115,0.004634064467532893,0.10135992598596681,0.08460851980121009,0,1,Emotional Spender,0
BUDU00120,10110600,194434.61538461538,140100.0,795200,52,170687.89300209968,0.36538461538461536,0.23076923076923078,0.15384615384615385,0.28846153846153844,0.019230769230769232,0.11538461538461539,8,30,11,0.0,0.10267115384615384,0.8778678254613163,0.2183,2958600,0,1399700,320500,0,0,0,139600,2810000,0,1335600,0,0,0,450100,696500,0,Gopay,P,27.0,0.2779261369256028,0.06888809764010048,0.013807291357585108,0.044517634957371474,0.0,0.1320989852234289,0.29262358317013826,0.0,0.03169940458528673,0.13843886614048623,0,1,Emotional Spender,0
BUDU00121,8762600,139088.88888888888,105600.0,569400,63,104517.55078903769,0.2698412698412698,0.19047619047619047,0.15873015873015872,0.14285714285714285,0.0,0.06349206349206349,8,36,12,0.0,0.1885047619047619,0.751444285909362,0.1611,1744600,0,638000,921200,0,0,0,450800,3182500,0,0,0,388800,0,998400,438300,0,Gopay,P,23.0,0.36319129025631663,0.05001940063451487,0.05144591787825531,0.1139387852920366,0.0,0.0,0.19909615867436606,0.04437039234930272,0.10512861479469564,0.07280944012051217,0,1,Emotional Spender,0
BUDU00122,2453100,62900.0,46400.0,241200,39,47578.59978913563,0.3076923076923077,0.28205128205128205,0.20512820512820512,0.23076923076923078,0.0,0.05128205128205128,7,27,11,0.0,0.24575384615384616,0.7564165308288654,0.2,0,0,121900,0,0,0,149900,0,921800,0,212500,0,263200,0,426000,357800,0,Gopay,P,32.0,0.375769434592964,0.14585626350332231,0.0,0.17365782071664423,0.06110635522400228,0.08662508662508663,0.0,0.10729281317516612,0.0,0.0496922261628144,0,0,Rational Spender,2
BUDU00123,43646100,661304.5454545454,580050.0,2470200,66,530791.3060652044,0.36363636363636365,0.16666666666666666,0.09090909090909091,0.21212121212121213,0.24242424242424243,0.06060606060606061,9,40,12,0.015151515151515152,0.11728181818181818,0.8026427607576277,0.2348,3071000,8928500,3511700,7628500,0,1606200,0,0,11649700,341600,0,0,0,4742000,0,2166900,0,Kartu Debit,L,24.0,0.26691273676227656,0.049647047502526,0.0,0.0,0.0,0.0,0.07036138394953959,0.0,0.1747807937020719,0.08045850602917558,0,1,Emotional Spender,0
BUDU00124,1167100,58355.0,45200.0,144100,20,38879.509892405855,0.15,0.1,0.2,0.35,0.0,0.05,7,16,10,0.0,0.23788499999999999,0.6662584164579874,0.09,0,0,78200,66800,0,0,0,0,306400,0,304600,0,15300,0,322900,72900,0,Gopay,L,29.0,0.2625310598920401,0.06246251392339988,0.0,0.27666866592408534,0.0,0.26098877559763517,0.0,0.01310941650244195,0.05723588381458315,0.06700368434581441,0,0,Rational Spender,2
BUDU00125,6810000,174615.38461538462,126200.0,945000,39,167300.66621200214,0.38461538461538464,0.1282051282051282,0.2564102564102564,0.1282051282051282,0.02564102564102564,0.10256410256410256,9,29,12,0.0,0.36662564102564105,0.958109542183272,0.1936,1103700,0,752300,463000,0,0,0,583700,2645400,0,100400,0,14800,0,850100,296600,0,Gopay,L,40.0,0.3884581497797357,0.04355359765051395,0.085712187958884,0.12483113069016152,0.0,0.01474302496328928,0.1620704845814978,0.0021732745961820852,0.06798825256975037,0.11046989720998532,0,1,Emotional Spender,0
BUDU00126,1626700,58096.42857142857,54850.0,183200,28,36047.884636584255,0.32142857142857145,0.21428571428571427,0.17857142857142858,0.17857142857142858,0.0,0.03571428571428571,8,20,11,0.0,0.09257499999999999,0.6204836600629244,0.1821,0,0,186700,62200,0,0,62300,0,444400,0,58400,0,75300,0,647100,90300,0,Tunai,L,36.0,0.2731911231327227,0.05551115755824676,0.0,0.3977992254257085,0.03829839552468187,0.03590090367000676,0.0,0.04629003504026557,0.038236921374562,0.11477223827380587,0,0,Rational Spender,2
BUDU00127,496376300,3161632.4840764333,2312000.0,24680000,157,3000316.774092289,0.4394904458598726,0.19745222929936307,0.12738853503184713,0.20382165605095542,0.8789808917197452,0.1337579617834395,10,64,12,0.012738853503184714,0.04648980891719745,0.9489770835805202,0.4089,20485000,86779200,37487100,7942400,64682300,19469800,0,0,0,12825000,0,40771600,0,123705700,0,0,82228200,Kartu Kredit,P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04126909362916803,0.0,0.01600076393655378,0.07552153477110007,0,2,Impulsive Spender,1
BUDU00128,9930000,150454.54545454544,118700.0,700000,66,123160.02870789156,0.4393939393939394,0.22727272727272727,0.13636363636363635,0.19696969696969696,0.0,0.06060606060606061,9,38,12,0.030303030303030304,0.3341348484848485,0.8185862935267717,0.2311,1454900,0,1185000,559300,0,0,0,500000,3477000,0,808600,0,401100,0,1216200,327900,0,Kartu Debit,L,23.0,0.3501510574018127,0.03302114803625378,0.050352467270896276,0.1224773413897281,0.0,0.08143001007049346,0.146515609264854,0.04039274924471299,0.05632426988922457,0.11933534743202417,0,1,Emotional Spender,0
BUDU00129,5401800,180060.0,134250.0,620100,30,127415.0226621649,0.1,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.0,0.06666666666666667,8,23,11,0.03333333333333333,0.3135733333333333,0.7076253618913968,0.085,1033200,0,1349300,355100,0,0,0,124600,1598600,0,0,0,101000,0,504700,335300,0,Ovo,L,22.0,0.2959383909067348,0.06207190195860639,0.02306638527898108,0.09343181902328854,0.0,0.0,0.19126957680773077,0.01869747121329927,0.06573734681032249,0.24978710800103668,0,1,Emotional Spender,0
BUDU00130,2110800,70360.0,62100.0,264300,30,55690.719836091805,0.1,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.06666666666666667,8,24,12,0.0,0.26154,0.7915110835146646,0.085,0,0,131200,154900,0,0,753700,0,315200,0,154400,0,98600,0,322900,179900,0,Gopay,L,34.0,0.14932726928178888,0.08522834944097024,0.0,0.15297517528898996,0.3570684100814857,0.07314762175478491,0.0,0.046712147053249956,0.07338449876823953,0.06215652833049081,0,0,Rational Spender,2
BUDU00131,54663000,759208.3333333334,479850.0,3603900,72,738266.3330540862,0.3472222222222222,0.18055555555555555,0.09722222222222222,0.19444444444444445,0.2777777777777778,0.125,10,47,12,0.0,0.3003972222222222,0.9724160031446171,0.25,5144500,8597300,7741900,8177400,0,2947800,0,0,8816400,2557100,0,0,0,5330200,0,766100,4584300,Gopay,L,33.0,0.16128642774820262,0.014014964418345132,0.0,0.0,0.0,0.0,0.09411301977571666,0.0,0.14959661928543988,0.141629621499003,0,1,Emotional Spender,0
BUDU00132,220100,18341.666666666668,16200.0,47200,12,10146.9617784504,0.25,0.5,0.25,0.25,0.0,0.08333333333333333,5,12,8,0.0,0.284775,0.5532191791976593,0.25,0,0,0,0,0,0,14800,0,97000,0,0,0,8800,0,73000,26500,0,Tunai,L,27.0,0.4407087687414811,0.12039981826442527,0.0,0.33166742389822806,0.06724216265333939,0.0,0.0,0.039981826442526125,0.0,0.0,0,0,Rational Spender,2
BUDU00133,43066200,783021.8181818182,419600.0,4050000,55,844869.8851589427,0.38181818181818183,0.23636363636363636,0.21818181818181817,0.21818181818181817,0.3090909090909091,0.12727272727272726,9,37,12,0.0,0.35617818181818184,1.0789863903418886,0.2855,5573400,12623900,3214800,1682900,0,3912500,0,0,5747800,560900,0,0,0,8176500,0,1573500,0,Kartu Debit,L,25.0,0.1334642945047392,0.03653677361828998,0.0,0.0,0.0,0.0,0.1294147150201318,0.0,0.03907704882251046,0.0746478677013528,0,1,Emotional Spender,0
BUDU00134,6213300,141211.36363636365,115750.0,479000,44,103032.95299441056,0.3409090909090909,0.18181818181818182,0.18181818181818182,0.29545454545454547,0.0,0.09090909090909091,9,28,12,0.0,0.23953863636363637,0.7296364141042706,0.1875,989000,0,191800,53100,0,0,0,427100,2398900,0,479000,0,190200,0,997500,486700,0,Gopay,P,42.0,0.38609112709832133,0.07833196530024303,0.0687396391611543,0.16054270677417798,0.0,0.07709268826549498,0.1591746736838717,0.03061175220897108,0.008546183187678046,0.030869264320087554,0,1,Emotional Spender,0
BUDU00135,414600,18026.08695652174,13400.0,62100,23,14067.506640588585,0.30434782608695654,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.0,0.08695652173913043,5,16,10,0.0,0.2886304347826087,0.7803971363568196,0.1848,0,0,0,0,0,0,0,0,13400,0,32900,0,68100,0,266600,33600,0,Tunai,L,20.0,0.032320308731307285,0.08104196816208394,0.0,0.6430294259527255,0.0,0.07935359382537385,0.0,0.16425470332850942,0.0,0.0,0,0,Rational Spender,2
BUDU00136,1006600,40264.0,33900.0,116200,25,26666.03457584198,0.32,0.28,0.04,0.08,0.0,0.08,7,17,8,0.0,0.32354,0.6622798175998902,0.208,0,0,72900,116200,0,0,145400,0,190500,0,0,0,76200,0,313000,92400,0,Tunai,L,39.0,0.18925094377111068,0.0917941585535466,0.0,0.31094774488376714,0.1444466520961653,0.0,0.0,0.07570037750844427,0.11543810848400557,0.07242201470296046,0,0,Rational Spender,2
BUDU00137,1988800,66293.33333333333,42450.0,275000,30,64801.383197952004,0.4666666666666667,0.2,0.1,0.23333333333333334,0.0,0.06666666666666667,7,24,11,0.0,0.3236633333333333,0.9774947183922769,0.2333,0,0,198600,31500,0,0,324600,0,674400,0,0,0,68900,0,560300,130500,0,Ovo,L,34.0,0.33909895414320196,0.06561745776347547,0.0,0.2817276749798874,0.16321399839098955,0.0,0.0,0.03464400643604183,0.01583869670152856,0.0998592115848753,0,0,Rational Spender,2
BUDU00138,363400,19126.315789473683,15900.0,56600,19,12937.449607213211,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.10526315789473684,0.0,0.05263157894736842,5,14,12,0.0,0.1710157894736842,0.6764214158972235,0.1605,0,0,0,0,0,0,0,0,38500,0,49700,0,18000,0,221300,35900,0,Tunai,L,31.0,0.10594386351128234,0.09878921298844248,0.0,0.6089708310401761,0.0,0.1367638965327463,0.0,0.04953219592735278,0.0,0.0,0,0,Rational Spender,2
BUDU00139,1311600,50446.153846153844,36850.0,134000,26,35281.193072448455,0.4230769230769231,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.0,0.15384615384615385,7,17,10,0.0,0.28826538461538465,0.6993832112562213,0.2173,0,0,67300,92600,0,0,115200,0,280800,0,0,0,36500,0,274000,445200,0,Tunai,P,47.0,0.2140896614821592,0.3394327538883806,0.0,0.20890515401036902,0.0878316559926807,0.0,0.0,0.027828606282403173,0.07060079292467215,0.05131137541933516,0,0,Rational Spender,2
BUDU00140,540481800,3070919.3181818184,2070900.0,27291100,176,3512928.1558871474,0.375,0.19318181818181818,0.1590909090909091,0.1875,0.8409090909090909,0.10795454545454546,10,73,12,0.011363636363636364,0.1487431818181818,1.1439337188340808,0.3736,26605000,67917500,37337800,19640900,68417900,14447600,0,0,0,20694000,0,27518500,0,125375300,0,0,132527300,Kartu Kredit,P,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04922459923719911,0.0,0.03633961402585619,0.06908243718844927,0,2,Impulsive Spender,1
BUDU00141,9840600,140580.0,105400.0,945000,70,140682.55930552882,0.32857142857142857,0.2,0.05714285714285714,0.2,0.014285714285714285,0.1,9,42,12,0.0,0.36233714285714286,1.0007295440711965,0.1929,926200,0,122200,1871400,0,0,0,261700,3371700,0,709400,0,629000,0,1075200,873800,0,Gopay,P,36.0,0.34263154685689895,0.08879539865455359,0.026593906875597016,0.10926163038839096,0.0,0.07208910025811434,0.09412027721886877,0.06391886673576815,0.19017133101640143,0.012417941995406785,0,1,Emotional Spender,0
BUDU00142,1395300,60665.217391304344,50800.0,175600,23,43913.0298399384,0.34782608695652173,0.21739130434782608,0.17391304347826086,0.2608695652173913,0.0,0.043478260869565216,8,18,9,0.043478260869565216,0.06813043478260869,0.723858443573843,0.1935,0,0,84500,101000,0,0,207300,0,557700,0,109100,0,50800,0,177600,107300,0,Gopay,L,24.0,0.3996989894646313,0.07690102486920375,0.0,0.12728445495592347,0.1485701999569985,0.07819107002078406,0.0,0.036407940944599725,0.07238586683867268,0.060560452949186556,0,0,Rational Spender,2
BUDU00143,58349300,757783.1168831169,509300.0,3150000,77,718527.7928189801,0.2857142857142857,0.2077922077922078,0.15584415584415584,0.2597402597402597,0.2857142857142857,0.09090909090909091,10,47,12,0.0,0.2612701298701299,0.9481971514150378,0.2331,8384500,15882400,5302200,7374800,0,4072800,0,0,7463400,1875500,0,0,0,964400,0,1328400,5700900,Kartu Debit,L,31.0,0.12790898948230742,0.022766339956092018,0.0,0.0,0.0,0.0,0.14369495435249438,0.0,0.12639054795858734,0.09086998472989394,0,1,Emotional Spender,0
BUDU00144,228000,17538.46153846154,13000.0,83600,13,21457.96427364979,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078,5,9,6,0.0,0.16495384615384617,1.2234804191116109,0.0808,0,0,0,0,0,0,13500,0,15200,0,0,0,19800,0,137200,42300,0,Tunai,P,18.0,0.06666666666666667,0.18552631578947368,0.0,0.6017543859649123,0.05921052631578947,0.0,0.0,0.0868421052631579,0.0,0.0,0,0,Rational Spender,2
BUDU00145,6504400,158643.9024390244,156600.0,423900,41,103748.9133648649,0.4146341463414634,0.14634146341463414,0.0975609756097561,0.21951219512195122,0.0,0.07317073170731707,9,30,11,0.0,0.32783902439024387,0.6539735329868183,0.2,952200,0,406600,349900,0,0,0,1141200,2075200,0,127200,0,391800,0,297100,763200,0,Ovo,P,34.0,0.3190455691531886,0.11733595719820429,0.1754504643010885,0.04567677264620872,0.0,0.019555992866367382,0.1463932107496464,0.06023614783838632,0.05379435459073858,0.06251153065617121,0,1,Emotional Spender,0
BUDU00146,34555500,691110.0,542000.0,2805600,50,571913.7608922862,0.46,0.1,0.14,0.2,0.3,0.1,10,36,12,0.04,0.307488,0.8275292802770705,0.266,5581600,5055500,1857200,3861600,0,2539700,0,0,4913400,867800,0,0,0,3982600,0,810100,5086000,Kartu Debit,L,31.0,0.14218865303641967,0.02344344605055635,0.0,0.0,0.0,0.0,0.16152566161681933,0.0,0.11175066197855624,0.053745424028012904,0,1,Emotional Spender,0
BUDU00147,9530800,173287.27272727274,141300.0,736900,55,131958.3506887621,0.3090909090909091,0.14545454545454545,0.18181818181818182,0.2545454545454545,0.0,0.09090909090909091,9,41,12,0.01818181818181818,0.3286363636363636,0.7615005338357655,0.1655,3457100,0,224600,1243500,0,0,0,515600,1232700,0,740900,0,345400,0,863000,908000,0,Gopay,P,36.0,0.1293385654929282,0.09527007176732279,0.054098291853779325,0.0905485373735678,0.0,0.07773744071851262,0.36272925672556344,0.0362403995467327,0.13047173374742937,0.023565702774163765,0,1,Emotional Spender,0
BUDU00148,7430900,148618.0,106600.0,410000,50,108567.83582401468,0.38,0.18,0.24,0.3,0.0,0.1,8,29,12,0.0,0.27098,0.730516060127405,0.202,1074400,0,1869800,535500,0,0,0,866200,1936400,0,0,0,79300,0,502200,567100,0,Kartu Debit,P,43.0,0.2605875465959709,0.07631646233968968,0.11656730678652653,0.06758266158877121,0.0,0.0,0.14458544725403383,0.010671654846653838,0.07206394918515927,0.2516249714031948,0,1,Emotional Spender,0
BUDU00149,199033600,3015660.606060606,2159250.0,15109800,66,2952112.30607086,0.4090909090909091,0.19696969696969696,0.09090909090909091,0.22727272727272727,0.8484848484848485,0.10606060606060606,10,43,12,0.0,0.20848636363636364,0.978927237414571,0.3879,4262200,27154500,9827500,11047800,24524300,10313300,0,0,0,10312500,0,6278700,0,34015600,0,0,61297200,Kartu Kredit,P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021414474741953116,0.0,0.05550721084279237,0.04937608524389852,0,2,Impulsive Spender,1
BUDU00150,48574300,758973.4375,528200.0,2988800,64,660807.1904375948,0.40625,0.15625,0.1875,0.21875,0.375,0.125,9,38,12,0.03125,0.2371171875,0.8706591796074481,0.2828,3213500,11129300,8412100,3069700,0,3036400,0,0,9636700,0,0,0,0,6557300,0,148800,3370500,Kartu Kredit,L,29.0,0.19839091865451483,0.003063348313820271,0.0,0.0,0.0,0.0,0.0661563831079398,0.0,0.06319596988530972,0.17318005612021173,0,1,Emotional Spender,0
BUDU00151,68200200,668629.4117647059,483250.0,3750000,102,640842.7921689516,0.30392156862745096,0.16666666666666666,0.16666666666666666,0.24509803921568626,0.30392156862745096,0.08823529411764706,10,52,12,0.0,0.05518921568627451,0.9584424210080478,0.2304,12699200,9940500,7676900,5278300,0,4208700,0,0,12796000,5759800,0,0,0,3256100,0,2484700,4100000,Kartu Kredit,L,39.0,0.18762408321383223,0.03643244447963496,0.0,0.0,0.0,0.0,0.18620473253744124,0.0,0.07739420119002584,0.11256418602877998,0,1,Emotional Spender,0
BUDU00152,301100,25091.666666666668,24750.0,56900,12,17847.05009153325,0.3333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,5,11,8,0.0,0.29281666666666667,0.711273998998336,0.1667,0,0,0,0,0,0,31200,0,55800,0,0,0,49500,0,122900,41700,0,Tunai,P,33.0,0.18532049153105282,0.1384921952839588,0.0,0.4081700431750249,0.10362005978080371,0.0,0.0,0.16439721022915973,0.0,0.0,0,0,Rational Spender,2
BUDU00153,1418000,67523.80952380953,52000.0,174100,21,46626.482869308355,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0,0.047619047619047616,6,17,10,0.047619047619047616,0.24537619047619047,0.6905191398134524,0.2071,0,0,214300,0,0,0,208500,0,412700,0,0,0,167300,0,61700,353500,0,Gopay,L,39.0,0.29104372355430186,0.2492947813822285,0.0,0.043511988716502116,0.14703808180535965,0.0,0.0,0.11798307475317349,0.0,0.15112834978843442,0,0,Rational Spender,2
BUDU00154,1593700,54955.1724137931,44500.0,191100,29,46895.123004171284,0.3448275862068966,0.1724137931034483,0.13793103448275862,0.2413793103448276,0.0,0.10344827586206896,5,22,11,0.0,0.0673103448275862,0.8533341074988814,0.1879,0,0,219800,0,0,0,0,0,657800,0,0,0,42600,0,349900,323600,0,Gopay,P,21.0,0.41275020392796635,0.20304950743552738,0.0,0.21955198594465708,0.0,0.0,0.0,0.026730250360795633,0.0,0.13791805233105353,0,0,Rational Spender,2
BUDU00155,1997100,48709.756097560974,35500.0,171700,41,40679.059753625384,0.21951219512195122,0.2682926829268293,0.14634146341463414,0.17073170731707318,0.0,0.07317073170731707,8,30,11,0.0,0.2267829268292683,0.8351316658648245,0.1683,0,0,54900,99800,0,0,317200,0,713500,0,34800,0,169600,0,283800,323500,0,Gopay,L,24.0,0.3572680386560513,0.16198487807320616,0.0,0.14210605377797808,0.15883030394071404,0.017425266636623103,0.0,0.08492313855089881,0.04997246006709729,0.027489860297431275,0,0,Rational Spender,2
BUDU00156,5888400,147210.0,112700.0,438400,40,105518.10587129902,0.45,0.225,0.1,0.225,0.0,0.1,8,30,11,0.025,0.2251625,0.7167862636458054,0.24,1657300,0,320300,431500,0,0,0,285600,1308800,0,511100,0,0,0,724400,649400,0,Gopay,P,20.0,0.22226750900074724,0.11028462740302969,0.04850213980028531,0.12302153386318865,0.0,0.08679777189049658,0.2814516676856192,0.0,0.0732796685007812,0.054395081855852186,0,1,Emotional Spender,0
BUDU00157,48800100,554546.5909090909,378550.0,2353000,88,448446.2222397665,0.3068181818181818,0.10227272727272728,0.18181818181818182,0.22727272727272727,0.23863636363636365,0.07954545454545454,10,47,12,0.03409090909090909,0.31639545454545454,0.8086718583998691,0.1977,2266000,5684300,9797000,4843500,0,3372900,0,0,13372300,2320900,0,0,0,1964200,0,1892100,3286900,Kartu Kredit,P,44.0,0.2740219794631568,0.03877246153184112,0.0,0.0,0.0,0.0,0.046434331077190416,0.0,0.09925184579539796,0.2007577853324071,0,1,Emotional Spender,0
BUDU00158,449327700,2975680.132450331,1911000.0,18710400,151,2961986.3607162866,0.423841059602649,0.19205298013245034,0.17218543046357615,0.2185430463576159,0.8278145695364238,0.07947019867549669,10,61,12,0.006622516556291391,0.07735827814569537,0.9953981035848876,0.3834,13642300,53744200,30811200,19926600,25086200,31198300,0,0,0,18744400,0,47418700,0,109700200,0,0,99055600,Kartu Kredit,L,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030361582426367214,0.0,0.04434758863074767,0.06857177957201392,0,2,Impulsive Spender,1
BUDU00159,232617500,2643380.6818181816,1751150.0,25629500,88,3303630.475490265,0.3181818181818182,0.23863636363636365,0.1590909090909091,0.17045454545454544,0.7613636363636364,0.07954545454545454,10,53,12,0.022727272727272728,0.1238125,1.249774766916261,0.3472,10028100,23000700,7767500,6650300,44340300,14801000,0,0,0,10040500,0,19586100,0,44152600,0,0,52250400,Kartu Kredit,L,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043109826216858146,0.0,0.02858899265962363,0.03339172676174407,0,2,Impulsive Spender,1
BUDU00160,555800,27790.0,20550.0,110000,20,25255.45068838971,0.05,0.1,0.2,0.3,0.0,0.1,5,15,11,0.0,0.25238499999999997,0.9087963543860996,0.0625,0,0,0,0,0,0,0,0,248900,0,26800,0,36800,0,157100,86200,0,Tunai,P,28.0,0.44782295789852467,0.15509175962576466,0.0,0.28265563152213025,0.0,0.048218783735156534,0.0,0.0662108672184239,0.0,0.0,0,0,Rational Spender,2
BUDU00161,42908600,621863.768115942,483100.0,2838200,69,586820.7517610103,0.3188405797101449,0.2318840579710145,0.2318840579710145,0.15942028985507245,0.21739130434782608,0.10144927536231885,9,38,12,0.0,0.24647826086956523,0.9436484031525081,0.2399,7194800,3481200,4864300,5513500,0,4341500,0,0,10998400,1116300,0,0,0,3333100,0,2065500,0,Kartu Debit,P,25.0,0.2563215765604098,0.04813720326461362,0.0,0.0,0.0,0.0,0.1676773420712864,0.0,0.12849405480486428,0.11336422069235538,0,1,Emotional Spender,0
BUDU00162,1887200,57187.878787878784,42500.0,221200,33,52324.31770682585,0.30303030303030304,0.09090909090909091,0.18181818181818182,0.12121212121212122,0.0,0.12121212121212122,7,24,11,0.0,0.2569060606060606,0.9149546864801045,0.1515,0,0,17600,35100,0,0,287900,0,863300,0,0,0,181700,0,248900,252700,0,Gopay,P,49.0,0.4574501907587961,0.1339020771513353,0.0,0.1318885120813904,0.1525540483255617,0.0,0.0,0.09628020347604917,0.018598982619754133,0.009325985587113183,0,0,Rational Spender,2
BUDU00163,46732300,549791.7647058824,397600.0,2895200,85,500216.06003514805,0.36470588235294116,0.15294117647058825,0.12941176470588237,0.2235294117647059,0.21176470588235294,0.12941176470588237,10,51,12,0.0,0.19828470588235292,0.9098282152384449,0.2353,6193800,1947500,11765700,2743200,0,4741000,0,0,8071100,2672600,0,0,0,5249500,0,2591400,756500,Kartu Kredit,L,46.0,0.17270923964795226,0.05545201070779739,0.0,0.0,0.0,0.0,0.13253788065213995,0.0,0.05870029936467925,0.25176804907954453,0,1,Emotional Spender,0
BUDU00164,59905600,758298.7341772151,499000.0,3900000,79,770203.1021672926,0.24050632911392406,0.24050632911392406,0.0759493670886076,0.26582278481012656,0.31645569620253167,0.0759493670886076,10,50,12,0.012658227848101266,0.3137367088607595,1.0156987839403349,0.231,8307800,8929300,4533600,2516700,0,3137300,0,0,9020500,1983600,0,0,0,12838700,0,1724900,6913200,Kartu Debit,P,46.0,0.15057857696108545,0.028793635319569456,0.0,0.0,0.0,0.0,0.13868152560027777,0.0,0.04201109746000374,0.07567906840095083,0,1,Emotional Spender,0
BUDU00165,34405000,649150.9433962264,450000.0,2901400,53,594358.6014878178,0.4339622641509434,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.24528301886792453,0.1320754716981132,10,39,12,0.03773584905660377,0.15804905660377358,0.9155938345837624,0.2491,4838600,4202500,1889800,2873100,0,3988800,0,0,4521800,1640500,0,0,0,5413500,0,1668000,3368400,Kartu Kredit,L,22.0,0.13142857142857142,0.048481325388751634,0.0,0.0,0.0,0.0,0.14063653538729837,0.0,0.08350821101584072,0.054928062781572445,0,1,Emotional Spender,0
BUDU00166,11372300,177692.1875,154900.0,726800,64,123877.4013810294,0.421875,0.21875,0.1875,0.25,0.0,0.078125,8,39,12,0.0,0.187053125,0.6971460204519649,0.225,1429600,0,1374200,790100,0,0,0,975300,4746700,0,0,0,257300,0,1152800,646300,0,Gopay,P,23.0,0.4173913808112695,0.05683107199071428,0.08576101580155289,0.10136911618581992,0.0,0.0,0.12570895948928537,0.02262515058519385,0.06947583162596836,0.12083747351019583,0,1,Emotional Spender,0
