txn_id,user_id,date,amount,category,sub_category,payment_method,gender,usia,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,pendapatan_bulan,spending_ratio,user_lat,user_long,merch_lat,merch_long,dist_user_merchant,is_fraud,is_night,is_weekend,month,day_of_week,hour,quarter,is_month_start,is_month_end,day_name,week,amount_idr_bucket,above_avg,category_freq_enc,age_group,amount_lag1,amount_diff,rolling_7txn,rolling_30txn,rolling_7_mean,is_spike
TXN0004214,BUDU00081,2024-06-02 04:13:03,48100,Makanan & Minuman,Mie Ayam & Bakso,Transfer Bank,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.4246,107.3848,0.3263,1,0,1,6,6,4,2,1,0,Sun,22,<50k,0,0.19358422721855242,35-44,21900.0,26200.0,472500.0,4254100.0,67500.0,0
TXN0004179,BUDU00081,2024-06-08 12:56:20,55000,Pulsa & Data,Xl Axiata,Gopay,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.4147,107.4741,0.3756,0,0,1,6,5,12,2,0,0,Sat,23,50k-200k,0,0.04290649051572632,35-44,48100.0,6900.0,511000.0,4122500.0,73000.0,0
TXN0004199,BUDU00081,2024-06-11 09:30:27,132400,Transportasi,Toll,Gopay,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.3876,107.4679,0.3525,0,0,0,6,1,9,2,0,0,Tue,24,50k-200k,0,0.09559016625255035,35-44,55000.0,77400.0,530400.0,4237900.0,75771.42857142857,0
TXN0004182,BUDU00081,2024-06-22 07:59:54,48300,Makanan & Minuman,Warteg,Dana,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.4326,107.448,0.3708,0,0,1,6,5,7,2,0,0,Sat,25,<50k,0,0.19358422721855242,35-44,132400.0,-84100.0,534400.0,4067000.0,76342.85714285714,0
TXN0004204,BUDU00081,2024-07-01 07:46:33,309800,Transportasi,Krl Commuter,Gopay,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.3884,107.3917,0.3009,0,0,0,7,0,7,3,1,0,Mon,27,200k-500k,0,0.09559016625255035,35-44,48300.0,261500.0,780900.0,4340000.0,111557.14285714286,1
TXN0004225,BUDU00081,2024-07-10 20:15:50,88900,Belanja Online,Tokopedia,Transfer Bank,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.4141,107.3847,0.3175,0,1,0,7,2,20,3,0,0,Wed,28,50k-200k,0,0.13033553522008767,35-44,309800.0,-220900.0,704400.0,4150600.0,100628.57142857143,0
TXN0004230,BUDU00081,2024-09-03 22:40:34,110400,Belanja Online,Tokopedia,Gopay,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.3508,107.4134,0.2875,0,1,0,9,1,22,3,1,0,Tue,36,50k-200k,0,0.13033553522008767,35-44,88900.0,21500.0,792900.0,4192900.0,113271.42857142857,0
TXN0004170,BUDU00081,2024-10-06 23:13:59,337100,Belanja Online,Bukalapak,Gopay,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.3649,107.428,0.3078,0,1,1,10,6,23,4,0,0,Sun,40,200k-500k,0,0.13033553522008767,35-44,110400.0,226700.0,1081900.0,4443500.0,154557.14285714287,1
TXN0004218,BUDU00081,2024-11-01 08:21:37,121600,Sembako & Kebutuhan Pokok,Indomaret,Ovo,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.406,107.3876,0.3125,0,0,0,11,4,8,4,1,0,Fri,44,50k-200k,0,0.11752823061228612,35-44,337100.0,-215500.0,1148500.0,4398900.0,164071.42857142858,0
TXN0004185,BUDU00081,2024-11-18 18:53:20,99300,Makanan & Minuman,Jus Buah,Dana,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.3576,107.4156,0.2938,0,0,0,11,0,18,4,0,0,Mon,47,50k-200k,0,0.19358422721855242,35-44,121600.0,-22300.0,1115400.0,4410800.0,159342.85714285713,0
TXN0004201,BUDU00081,2024-11-30 16:10:03,390100,Belanja Online,Blibli,Dana,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.3914,107.412,0.3161,0,0,1,11,5,16,4,0,1,Sat,48,200k-500k,0,0.13033553522008767,35-44,99300.0,290800.0,1457200.0,4700800.0,208171.42857142858,0
TXN0004174,BUDU00081,2024-12-01 07:16:27,384100,Transportasi,Toll,Gopay,P,35,C,Kelas C (Menengah),Pegawai Swasta,Jakarta,Metropolitan,10500000,3712143,0.718,-6.1515,107.2062,-6.385,107.4054,0.3069,0,0,1,12,6,7,4,1,0,Sun,48,200k-500k,0,0.09559016625255035,35-44,390100.0,-6000.0,1531500.0,4913800.0,218785.7142857143,0
TXN0004244,BUDU00082,2023-03-10 20:45:38,33800,Sembako & Kebutuhan Pokok,Pasar Tradisional,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8176,108.094,0.0965,0,1,0,3,4,20,1,0,0,Fri,10,<50k,0,0.11752823061228612,25-34,,0.0,33800.0,33800.0,33800.0,0
TXN0004237,BUDU00082,2023-03-24 07:52:19,67000,Kesehatan,Klinik Pratama,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8534,108.1507,0.0559,0,0,0,3,4,7,1,0,0,Fri,12,50k-200k,0,0.009878189200654506,25-34,33800.0,33200.0,100800.0,100800.0,50400.0,0
TXN0004256,BUDU00082,2023-04-01 18:45:24,74500,Sembako & Kebutuhan Pokok,Giant,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.7902,108.14,0.0558,0,0,1,4,5,18,2,1,0,Sat,13,50k-200k,0,0.11752823061228612,25-34,67000.0,7500.0,175300.0,175300.0,58433.333333333336,0
TXN0004247,BUDU00082,2023-04-15 08:54:57,19300,Transportasi,Bbm Pertamina,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8581,108.1396,0.0672,0,0,1,4,5,8,2,0,0,Sat,15,<50k,0,0.09559016625255035,25-34,74500.0,-55200.0,194600.0,194600.0,48650.0,0
TXN0004239,BUDU00082,2023-04-16 12:32:37,10100,Pulsa & Data,Telkomsel,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8553,108.104,0.0957,0,0,1,4,6,12,2,0,0,Sun,15,<50k,0,0.04290649051572632,25-34,19300.0,-9200.0,204700.0,204700.0,40940.0,0
TXN0004258,BUDU00082,2023-04-24 05:21:44,21800,Hiburan,Taman Wisata,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8421,108.0759,0.1179,0,0,0,4,0,5,2,0,0,Mon,17,<50k,0,0.07435912974971214,25-34,10100.0,11700.0,226500.0,226500.0,37750.0,0
TXN0004265,BUDU00082,2023-04-26 07:40:12,27900,Makanan & Minuman,Indomie Rebus,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8136,108.0598,0.1306,0,0,0,4,2,7,2,0,1,Wed,17,<50k,0,0.19358422721855242,25-34,21800.0,6100.0,254400.0,254400.0,36342.857142857145,0
TXN0004263,BUDU00082,2023-05-08 21:04:44,185400,Pulsa & Data,Indihome,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8845,108.1144,0.1036,0,1,0,5,0,21,2,0,0,Mon,19,50k-200k,0,0.04290649051572632,25-34,27900.0,157500.0,406000.0,439800.0,58000.0,1
TXN0004266,BUDU00082,2023-05-08 23:03:56,9200,Sembako & Kebutuhan Pokok,Alfamart,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8193,108.0857,0.1048,0,1,0,5,0,23,2,0,0,Mon,19,<50k,0,0.11752823061228612,25-34,185400.0,-176200.0,348200.0,449000.0,49742.857142857145,0
TXN0004248,BUDU00082,2023-07-20 12:58:00,74100,Fashion & Pakaian,Zara,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.842,108.1036,0.0912,0,0,0,7,3,12,3,0,0,Thu,29,50k-200k,0,0.10189281457689434,25-34,9200.0,64900.0,347800.0,523100.0,49685.71428571428,0
TXN0004255,BUDU00082,2023-08-24 12:32:35,34300,Makanan & Minuman,Gofood/Grabfood,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8519,108.148,0.0568,0,0,0,8,3,12,3,0,0,Thu,34,<50k,0,0.19358422721855242,25-34,74100.0,-39800.0,362800.0,557400.0,51828.57142857143,0
TXN0004243,BUDU00082,2023-08-30 13:37:10,28700,Sembako & Kebutuhan Pokok,Warung Sembako,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8597,108.0613,0.1369,0,0,0,8,2,13,3,0,1,Wed,35,<50k,0,0.11752823061228612,25-34,34300.0,-5600.0,381400.0,586100.0,54485.71428571428,0
TXN0004257,BUDU00082,2023-09-14 09:31:21,21500,Sembako & Kebutuhan Pokok,Lotte Mart,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8583,108.0836,0.1156,0,0,0,9,3,9,3,0,0,Thu,37,<50k,0,0.11752823061228612,25-34,28700.0,-7200.0,381100.0,607600.0,54442.857142857145,0
TXN0004254,BUDU00082,2023-10-03 17:23:22,45800,Pendidikan,Ruangguru,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8505,108.0797,0.1165,0,0,0,10,1,17,4,1,0,Tue,40,<50k,0,0.020241197503181624,25-34,21500.0,24300.0,399000.0,653400.0,57000.0,0
TXN0004245,BUDU00082,2023-10-28 21:05:39,55000,Makanan & Minuman,Geprek/Ayam Goreng,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.7953,108.1313,0.062,0,1,1,10,5,21,4,0,1,Sat,43,50k-200k,0,0.19358422721855242,25-34,45800.0,9200.0,268600.0,708400.0,38371.42857142857,0
TXN0004261,BUDU00082,2023-11-30 19:31:17,21800,Transportasi,Mrt Jakarta,Dana,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8358,108.1573,0.0396,0,0,0,11,3,19,4,0,1,Thu,48,<50k,0,0.09559016625255035,25-34,55000.0,-33200.0,281200.0,730200.0,40171.42857142857,0
TXN0004253,BUDU00082,2024-01-17 20:44:15,115200,Fashion & Pakaian,Batik Keris,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8228,108.1014,0.0894,0,1,0,1,2,20,1,0,0,Wed,3,50k-200k,0,0.10189281457689434,25-34,21800.0,93400.0,322300.0,845400.0,46042.857142857145,1
TXN0004236,BUDU00082,2024-03-03 16:32:57,32100,Pulsa & Data,Xl Axiata,Transfer Bank,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8188,108.1239,0.0667,0,0,1,3,6,16,1,1,0,Sun,9,<50k,0,0.04290649051572632,25-34,115200.0,-83100.0,320100.0,877500.0,45728.57142857143,0
TXN0004264,BUDU00082,2024-03-29 19:07:01,33700,Kesehatan,Puskesmas,Dana,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8329,108.1444,0.0497,0,0,0,3,4,19,1,0,1,Fri,13,<50k,0,0.009878189200654506,25-34,32100.0,1600.0,325100.0,911200.0,46442.857142857145,0
TXN0004251,BUDU00082,2024-03-30 08:20:56,98800,Transportasi,Toll,Gopay,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8823,108.1269,0.0932,0,0,1,3,5,8,1,0,1,Sat,13,50k-200k,0,0.09559016625255035,25-34,33700.0,65100.0,402400.0,1010000.0,57485.71428571428,0
TXN0004246,BUDU00082,2024-04-23 19:39:19,34800,Fashion & Pakaian,Erigo,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8255,108.062,0.1289,0,0,0,4,1,19,2,0,0,Tue,17,<50k,0,0.10189281457689434,25-34,98800.0,-64000.0,391400.0,1044800.0,55914.28571428572,0
TXN0004260,BUDU00082,2024-04-24 19:00:55,32100,Kesehatan,Puskesmas,Dana,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8889,108.0648,0.1462,0,0,0,4,2,19,2,0,0,Wed,17,<50k,0,0.009878189200654506,25-34,34800.0,-2700.0,368500.0,1076900.0,52642.857142857145,0
TXN0004242,BUDU00082,2024-05-01 08:37:02,17100,Pulsa & Data,Indihome,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8083,108.1502,0.0406,0,0,0,5,2,8,2,1,0,Wed,18,<50k,0,0.04290649051572632,25-34,32100.0,-15000.0,363800.0,1094000.0,51971.42857142857,0
TXN0004249,BUDU00082,2024-05-13 16:00:42,151900,Transportasi,Krl Commuter,Transfer Bank,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8622,108.0832,0.1175,0,0,0,5,0,16,2,0,0,Mon,20,50k-200k,0,0.09559016625255035,25-34,17100.0,134800.0,400500.0,1245900.0,57214.28571428572,1
TXN0004238,BUDU00082,2024-05-22 19:27:17,70100,Transportasi,Toll,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8441,108.0598,0.134,0,0,0,5,2,19,2,0,0,Wed,21,50k-200k,0,0.09559016625255035,25-34,151900.0,-81800.0,438500.0,1316000.0,62642.857142857145,0
TXN0004250,BUDU00082,2024-05-24 18:34:42,44400,Makanan & Minuman,Gofood/Grabfood,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8677,108.1075,0.0987,0,0,0,5,4,18,2,0,0,Fri,21,<50k,0,0.19358422721855242,25-34,70100.0,-25700.0,449200.0,1360400.0,64171.42857142857,0
TXN0004240,BUDU00082,2024-08-20 19:24:05,6500,Sembako & Kebutuhan Pokok,Giant,Dana,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8599,108.1375,0.07,0,0,0,8,1,19,3,0,0,Tue,34,<50k,0,0.11752823061228612,25-34,44400.0,-37900.0,356900.0,1366900.0,50985.71428571428,0
TXN0004259,BUDU00082,2024-08-31 19:55:06,174300,Makanan & Minuman,Gofood/Grabfood,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8725,108.0972,0.11,0,0,1,8,5,19,3,0,1,Sat,35,50k-200k,0,0.19358422721855242,25-34,6500.0,167800.0,496400.0,1541200.0,70914.28571428571,1
TXN0004234,BUDU00082,2024-10-03 08:25:11,29000,Kesehatan,Guardian,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8794,108.0831,0.1256,0,0,0,10,3,8,4,1,0,Thu,40,<50k,0,0.009878189200654506,25-34,174300.0,-145300.0,493300.0,1570200.0,70471.42857142857,0
TXN0004252,BUDU00082,2024-10-05 22:55:49,76700,Makanan & Minuman,Jus Buah,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8411,108.1158,0.0793,0,1,1,10,5,22,4,1,0,Sat,40,50k-200k,0,0.19358422721855242,25-34,29000.0,47700.0,552900.0,1646900.0,78985.71428571429,0
TXN0004241,BUDU00082,2024-10-18 17:21:15,66200,Sembako & Kebutuhan Pokok,Superindo,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8183,108.1516,0.039,0,0,0,10,4,17,4,0,0,Fri,42,50k-200k,0,0.11752823061228612,25-34,76700.0,-10500.0,467200.0,1679300.0,66742.85714285714,0
TXN0004262,BUDU00082,2024-11-23 21:18:57,22800,Transportasi,Toll,Tunai,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8009,108.1199,0.0717,0,1,1,11,5,21,4,0,0,Sat,47,<50k,0,0.09559016625255035,25-34,66200.0,-43400.0,419900.0,1635100.0,59985.71428571428,0
TXN0004235,BUDU00082,2024-11-26 19:28:56,33700,Pulsa & Data,Indihome,Ovo,L,31,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,2699673,0.846,-7.8141,108.1904,-7.8489,108.1131,0.0848,0,0,0,11,1,19,4,0,1,Tue,48,<50k,0,0.04290649051572632,25-34,22800.0,10900.0,409200.0,1594300.0,58457.142857142855,0
TXN0004286,BUDU00083,2023-01-06 16:26:41,23000,Sembako & Kebutuhan Pokok,Hypermart,Transfer Bank,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9775,110.4789,0.2059,0,0,0,1,4,16,1,0,0,Fri,1,<50k,0,0.11752823061228612,25-34,,0.0,23000.0,23000.0,23000.0,0
TXN0004271,BUDU00083,2023-02-08 01:54:03,89900,Makanan & Minuman,Geprek/Ayam Goreng,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9747,110.4934,0.1967,0,0,0,2,2,1,1,0,0,Wed,6,50k-200k,0,0.19358422721855242,25-34,23000.0,66900.0,112900.0,112900.0,56450.0,0
TXN0004276,BUDU00083,2023-02-08 16:29:06,15900,Pulsa & Data,Indosat Ooredoo,Gopay,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9142,110.5296,0.1266,0,0,0,2,2,16,1,0,0,Wed,6,<50k,0,0.04290649051572632,25-34,89900.0,-74000.0,128800.0,128800.0,42933.333333333336,0
TXN0004272,BUDU00083,2023-02-25 20:20:35,117500,Makanan & Minuman,Jus Buah,Gopay,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9636,110.4752,0.1959,0,1,1,2,5,20,1,0,1,Sat,8,50k-200k,0,0.19358422721855242,25-34,15900.0,101600.0,246300.0,246300.0,61575.0,0
TXN0004278,BUDU00083,2023-06-06 12:41:12,12200,Sembako & Kebutuhan Pokok,Alfamart,Gopay,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9488,110.4706,0.1862,0,0,0,6,1,12,2,0,0,Tue,23,<50k,0,0.11752823061228612,25-34,117500.0,-105300.0,258500.0,258500.0,51700.0,0
TXN0004287,BUDU00083,2023-06-10 08:18:39,26100,Sembako & Kebutuhan Pokok,Pasar Tradisional,Ovo,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9505,110.4793,0.1826,0,0,1,6,5,8,2,0,0,Sat,23,<50k,0,0.11752823061228612,25-34,12200.0,13900.0,284600.0,284600.0,47433.333333333336,0
TXN0004275,BUDU00083,2023-07-22 19:02:54,63900,Transportasi,Krl Commuter,Ovo,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9868,110.5312,0.1951,0,0,1,7,5,19,3,0,0,Sat,29,50k-200k,0,0.09559016625255035,25-34,26100.0,37800.0,348500.0,348500.0,49785.71428571428,0
TXN0004290,BUDU00083,2023-08-26 00:09:36,58900,Transportasi,Gojek,Ovo,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9676,110.5489,0.1725,0,0,1,8,5,0,3,0,1,Sat,34,50k-200k,0,0.09559016625255035,25-34,63900.0,-5000.0,384400.0,407400.0,54914.28571428572,0
TXN0004291,BUDU00083,2023-09-03 09:58:18,23700,Makanan & Minuman,Geprek/Ayam Goreng,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9453,110.4986,0.1682,0,0,1,9,6,9,3,1,0,Sun,35,<50k,0,0.19358422721855242,25-34,58900.0,-35200.0,318200.0,431100.0,45457.142857142855,0
TXN0004283,BUDU00083,2023-09-04 14:45:41,31300,Makanan & Minuman,Indomie Rebus,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9008,110.4827,0.1413,1,0,0,9,0,14,3,1,0,Mon,36,<50k,0,0.19358422721855242,25-34,23700.0,7600.0,333600.0,462400.0,47657.142857142855,0
TXN0004268,BUDU00083,2023-09-23 20:12:24,33100,Kesehatan,Apotek Kimia Farma,Gopay,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9363,110.5295,0.1472,0,1,1,9,5,20,3,0,0,Sat,38,<50k,0,0.009878189200654506,25-34,31300.0,1800.0,249200.0,495500.0,35600.0,0
TXN0004267,BUDU00083,2023-10-21 15:13:09,39400,Kesehatan,Apotek Kimia Farma,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9569,110.5518,0.1615,0,0,1,10,5,15,4,0,0,Sat,42,<50k,0,0.009878189200654506,25-34,33100.0,6300.0,276400.0,534900.0,39485.71428571428,0
TXN0004281,BUDU00083,2023-12-20 12:59:38,40000,Makanan & Minuman,Geprek/Ayam Goreng,Gopay,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.961,110.5297,0.1706,0,0,0,12,2,12,4,0,0,Wed,51,<50k,0,0.19358422721855242,25-34,39400.0,600.0,290300.0,574900.0,41471.42857142857,0
TXN0004274,BUDU00083,2023-12-22 09:10:27,45400,Pendidikan,Coursera,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9197,110.4812,0.1566,0,0,0,12,4,9,4,0,0,Fri,51,<50k,0,0.020241197503181624,25-34,40000.0,5400.0,271800.0,620300.0,38828.57142857143,0
TXN0004280,BUDU00083,2024-05-20 18:51:29,88200,Sembako & Kebutuhan Pokok,Indomaret,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9102,110.5636,0.1135,0,0,0,5,0,18,2,0,0,Mon,21,50k-200k,0,0.11752823061228612,25-34,45400.0,42800.0,301100.0,708500.0,43014.28571428572,1
TXN0004285,BUDU00083,2024-07-05 12:00:05,95800,Sembako & Kebutuhan Pokok,Warung Sembako,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9737,110.488,0.1983,0,0,0,7,4,12,3,1,0,Fri,27,50k-200k,0,0.11752823061228612,25-34,88200.0,7600.0,373200.0,804300.0,53314.28571428572,0
TXN0004269,BUDU00083,2024-07-15 09:32:27,145800,Fashion & Pakaian,Uniqlo,Ovo,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9349,110.5079,0.1547,0,0,0,7,0,9,3,0,0,Mon,29,50k-200k,0,0.10189281457689434,25-34,95800.0,50000.0,487700.0,950100.0,69671.42857142857,1
TXN0004273,BUDU00083,2024-07-31 15:05:59,75000,Makanan & Minuman,Warung Padang,Dana,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9884,110.506,0.2043,0,0,0,7,2,15,3,0,1,Wed,31,50k-200k,0,0.19358422721855242,25-34,145800.0,-70800.0,529600.0,1025100.0,75657.14285714286,0
TXN0004289,BUDU00083,2024-08-19 07:24:44,63500,Makanan & Minuman,Warteg,Ovo,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.9694,110.5099,0.1852,0,0,0,8,0,7,3,0,0,Mon,34,50k-200k,0,0.19358422721855242,25-34,75000.0,-11500.0,553700.0,1088600.0,79100.0,0
TXN0004277,BUDU00083,2024-08-31 20:00:43,31300,Sembako & Kebutuhan Pokok,Warung Sembako,Tunai,P,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Magelang,Kota Kecil,130000,2101144,0.911,-7.7978,110.5795,-7.8972,110.4722,0.1463,0,1,1,8,5,20,3,0,1,Sat,35,<50k,0,0.11752823061228612,25-34,63500.0,-32200.0,545000.0,1119900.0,77857.14285714286,0
