txn_id,user_id,date,amount,category,sub_category,payment_method,gender,usia,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,user_lat,user_long,merch_lat,merch_long,dist_user_merchant,is_fraud,is_night,is_weekend,month,day_of_week,hour,quarter,is_month_start,is_month_end,age,pendapatan_bulan,spending_ratio,day_name,week,amount_idr_bucket,above_avg,category_freq_enc,age_group,amount_lag1,amount_diff,rolling_7txn,rolling_30txn,rolling_7_mean,is_spike
TXN0004259,BUDU00092,2023-02-23 12:01:38,15000,Pulsa & Data,Smartfren,Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.472,108.5804,0.1494,0,0,0,2,3,12,1,0,0,45,0,0.0,Thu,8,<50k,0,0.04232237732571059,45+,23100.0,-8100.0,38100.0,38100.0,19050.0,0
TXN0004260,BUDU00092,2023-03-19 14:04:01,27500,Transportasi,Mrt Jakarta,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4149,108.5599,0.1642,0,0,1,3,6,14,1,0,0,45,0,0.0,Sun,11,<50k,0,0.0957354396880871,45+,15000.0,12500.0,65600.0,65600.0,21866.666666666668,0
TXN0004261,BUDU00092,2023-04-11 15:45:06,51800,Pulsa & Data,Myrepublic,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4563,108.542,0.1236,0,0,0,4,1,15,2,0,0,45,0,0.0,Tue,15,50k-200k,0,0.04232237732571059,45+,27500.0,24300.0,117400.0,117400.0,29350.0,0
TXN0004262,BUDU00092,2023-05-03 18:29:50,20500,Pulsa & Data,Tri (3),Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4258,108.5814,0.1734,0,0,0,5,2,18,2,1,0,45,0,0.0,Wed,18,<50k,0,0.04232237732571059,45+,51800.0,-31300.0,137900.0,137900.0,27580.0,0
TXN0004263,BUDU00092,2023-05-17 17:48:41,38800,Sembako & Kebutuhan Pokok,Lotte Mart,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4628,108.5309,0.1108,0,0,0,5,2,17,2,0,0,45,0,0.0,Wed,20,<50k,0,0.11609866467344095,45+,20500.0,18300.0,176700.0,176700.0,29450.0,0
TXN0004264,BUDU00092,2023-05-27 02:51:58,149800,Kesehatan,Klinik Pratama,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.3956,108.5631,0.1804,0,0,1,5,5,2,2,0,1,45,0,0.0,Sat,21,50k-200k,0,0.011393709217995596,45+,38800.0,111000.0,326500.0,326500.0,46642.857142857145,1
TXN0004265,BUDU00092,2023-06-28 18:35:43,12200,Sembako & Kebutuhan Pokok,Superindo,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4161,108.5743,0.174,0,0,0,6,2,18,2,0,1,45,0,0.0,Wed,26,<50k,0,0.11609866467344095,45+,149800.0,-137600.0,315600.0,338700.0,45085.71428571428,0
TXN0004266,BUDU00092,2023-07-07 11:33:28,19200,Transportasi,Bus Kota,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4824,108.4891,0.0664,0,0,0,7,4,11,3,0,0,45,0,0.0,Fri,27,<50k,0,0.0957354396880871,45+,12200.0,7000.0,319800.0,357900.0,45685.71428571428,0
TXN0004267,BUDU00092,2023-07-21 01:49:10,37400,Sembako & Kebutuhan Pokok,Warung Sembako,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4418,108.5273,0.1221,0,0,0,7,4,1,3,0,0,45,0,0.0,Fri,29,<50k,0,0.11609866467344095,45+,19200.0,18200.0,329700.0,395300.0,47100.0,0
TXN0004268,BUDU00092,2023-07-23 11:18:02,97900,Sembako & Kebutuhan Pokok,Warung Sembako,Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4372,108.5522,0.1435,0,0,1,7,6,11,3,0,0,45,0,0.0,Sun,29,50k-200k,0,0.11609866467344095,45+,37400.0,60500.0,375800.0,493200.0,53685.71428571428,0
TXN0004269,BUDU00092,2023-08-25 06:32:53,21400,Sembako & Kebutuhan Pokok,Warung Sembako,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.3957,108.4881,0.1417,0,0,0,8,4,6,3,0,1,45,0,0.0,Fri,34,<50k,0,0.11609866467344095,45+,97900.0,-76500.0,376700.0,514600.0,53814.28571428572,0
TXN0004270,BUDU00092,2023-10-03 17:53:54,237500,Makanan & Minuman,Gofood/Grabfood,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4312,108.498,0.1131,0,0,0,10,1,17,4,1,0,45,0,0.0,Tue,40,200k-500k,0,0.18739015373426798,45+,21400.0,216100.0,575400.0,752100.0,82200.0,1
TXN0004271,BUDU00092,2023-10-20 19:05:32,55300,Kesehatan,Apotek Kimia Farma,Dana,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4197,108.5661,0.1654,0,0,0,10,4,19,4,0,0,45,0,0.0,Fri,42,50k-200k,0,0.011393709217995596,45+,237500.0,-182200.0,480900.0,807400.0,68700.0,0
TXN0004272,BUDU00092,2023-11-03 13:24:54,14200,Sembako & Kebutuhan Pokok,Lotte Mart,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4518,108.5794,0.1574,0,0,0,11,4,13,4,1,0,45,0,0.0,Fri,44,<50k,0,0.11609866467344095,45+,55300.0,-41100.0,482900.0,821600.0,68985.71428571429,0
TXN0004273,BUDU00092,2023-11-05 09:35:20,55400,Makanan & Minuman,Indomie Rebus,Dana,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4437,108.5135,0.1115,0,0,1,11,6,9,4,1,0,45,0,0.0,Sun,44,50k-200k,0,0.18739015373426798,45+,14200.0,41200.0,519100.0,877000.0,74157.14285714286,0
TXN0004274,BUDU00092,2023-11-06 11:27:36,30100,Sembako & Kebutuhan Pokok,Lotte Mart,Dana,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4222,108.574,0.1698,0,0,0,11,0,11,4,0,0,45,0,0.0,Mon,45,<50k,0,0.11609866467344095,45+,55400.0,-25300.0,511800.0,907100.0,73114.28571428571,0
TXN0004275,BUDU00092,2023-12-15 15:24:33,88800,Makanan & Minuman,Jus Buah,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4861,108.5524,0.1181,0,0,0,12,4,15,4,0,0,45,0,0.0,Fri,50,50k-200k,0,0.18739015373426798,45+,30100.0,58700.0,502700.0,995900.0,71814.28571428571,0
TXN0004276,BUDU00092,2024-01-01 12:12:58,60600,Pulsa & Data,Indihome,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4817,108.49,0.0675,0,0,0,1,0,12,1,1,0,45,0,0.0,Mon,1,50k-200k,0,0.04232237732571059,45+,88800.0,-28200.0,541900.0,1056500.0,77414.28571428571,0
TXN0004277,BUDU00092,2024-01-02 18:53:37,22800,Pulsa & Data,Telkomsel,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.3922,108.5785,0.1934,0,0,0,1,1,18,1,1,0,45,0,0.0,Tue,1,<50k,0,0.04232237732571059,45+,60600.0,-37800.0,327200.0,1079300.0,46742.857142857145,0
TXN0004278,BUDU00092,2024-01-19 13:38:40,66500,Transportasi,Gojek,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4731,108.5021,0.0822,0,0,0,1,4,13,1,0,0,45,0,0.0,Fri,3,50k-200k,0,0.0957354396880871,45+,22800.0,43700.0,338400.0,1145800.0,48342.857142857145,0
TXN0004279,BUDU00092,2024-01-27 17:23:39,55600,Fashion & Pakaian,Matahari Dept Store,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4353,108.495,0.1081,0,0,1,1,5,17,1,0,1,45,0,0.0,Sat,4,50k-200k,0,0.10367467323892447,45+,66500.0,-10900.0,379800.0,1201400.0,54257.142857142855,0
TXN0004280,BUDU00092,2024-01-31 20:24:27,5200,Sembako & Kebutuhan Pokok,Indomaret,Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4869,108.5661,0.1307,0,1,0,1,2,20,1,0,1,45,0,0.0,Wed,5,<50k,0,0.11609866467344095,45+,55600.0,-50400.0,329600.0,1206600.0,47085.71428571428,0
TXN0004281,BUDU00092,2024-02-09 14:30:53,28800,Sembako & Kebutuhan Pokok,Indomaret,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4602,108.4936,0.0863,0,0,0,2,4,14,1,0,0,45,0,0.0,Fri,6,<50k,0,0.11609866467344095,45+,5200.0,23600.0,328300.0,1235400.0,46900.0,0
TXN0004282,BUDU00092,2024-03-12 18:58:46,99800,Makanan & Minuman,Geprek/Ayam Goreng,Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4863,108.5003,0.0722,0,0,0,3,1,18,1,0,0,45,0,0.0,Tue,11,50k-200k,0,0.18739015373426798,45+,28800.0,71000.0,339300.0,1335200.0,48471.42857142857,1
TXN0004283,BUDU00092,2024-03-28 18:56:59,12400,Makanan & Minuman,Warung Padang,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4726,108.577,0.146,0,0,0,3,3,18,1,0,1,45,0,0.0,Thu,13,<50k,0,0.18739015373426798,45+,99800.0,-87400.0,291100.0,1347600.0,41585.71428571428,0
TXN0004284,BUDU00092,2024-05-02 17:30:03,110000,Kesehatan,Dokter Praktek,Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4284,108.4885,0.1114,0,0,0,5,3,17,2,1,0,45,0,0.0,Thu,18,50k-200k,0,0.011393709217995596,45+,12400.0,97600.0,378300.0,1457600.0,54042.857142857145,1
TXN0004285,BUDU00092,2024-05-22 10:05:38,116900,Fashion & Pakaian,Brand Lokal Ig,Dana,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4752,108.4882,0.0712,0,0,0,5,2,10,2,0,0,45,0,0.0,Wed,21,50k-200k,0,0.10367467323892447,45+,110000.0,6900.0,428700.0,1574500.0,61242.857142857145,0
TXN0004286,BUDU00092,2024-06-19 11:05:29,35800,Makanan & Minuman,Warteg,Ovo,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4392,108.5103,0.1131,0,0,0,6,2,11,2,0,0,45,0,0.0,Wed,25,<50k,0,0.18739015373426798,45+,116900.0,-81100.0,408900.0,1610300.0,58414.28571428572,0
TXN0004287,BUDU00092,2024-07-02 07:21:00,21800,Pulsa & Data,Indihome,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4797,108.4916,0.0701,0,0,0,7,1,7,3,1,0,45,0,0.0,Tue,27,<50k,0,0.04232237732571059,45+,35800.0,-14000.0,425500.0,1632100.0,60785.71428571428,0
TXN0004288,BUDU00092,2024-08-23 16:51:20,81500,Makanan & Minuman,Geprek/Ayam Goreng,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4666,108.5806,0.1517,0,0,0,8,4,16,3,0,0,45,0,0.0,Fri,34,50k-200k,0,0.18739015373426798,45+,21800.0,59700.0,478200.0,1690500.0,68314.28571428571,0
TXN0004289,BUDU00092,2024-08-29 16:03:47,36500,Fashion & Pakaian,Brand Lokal Ig,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4686,108.545,0.1193,0,0,0,8,3,16,3,0,1,45,0,0.0,Thu,35,<50k,0,0.10367467323892447,45+,81500.0,-45000.0,414900.0,1712000.0,59271.42857142857,0
TXN0004290,BUDU00092,2024-09-06 13:03:47,21800,Pulsa & Data,Smartfren,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4197,108.5715,0.1695,0,0,0,9,4,13,3,0,0,45,0,0.0,Fri,36,<50k,0,0.04232237732571059,45+,36500.0,-14700.0,424300.0,1706300.0,60614.28571428572,0
TXN0004291,BUDU00092,2024-09-27 14:30:05,12400,Sembako & Kebutuhan Pokok,Lotte Mart,Tunai,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.4709,108.5337,0.1085,0,0,0,9,4,14,3,0,1,45,0,0.0,Fri,39,<50k,0,0.11609866467344095,45+,21800.0,-9400.0,326700.0,1666900.0,46671.42857142857,0
TXN0004292,BUDU00092,2024-10-23 23:15:16,237500,Pendidikan,Ruangguru,Gopay,L,45,D,Kelas D (Menengah Bawah),Karyawan Toko,Tasikmalaya,Kota Kecil,700000,-7.5299,108.4427,-7.3916,108.5428,0.1707,0,1,0,10,2,23,4,0,0,45,0,0.0,Wed,43,200k-500k,0,0.019514757277630756,45+,12400.0,225100.0,447300.0,1883900.0,63900.0,1
TXN0004293,BUDU00093,2023-01-10 17:44:32,168100,Fashion & Pakaian,Pasar Baju,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6331,107.2284,0.2781,0,0,0,1,1,17,1,0,0,48,0,0.0,Tue,2,50k-200k,0,0.10367467323892447,45+,,0.0,168100.0,168100.0,168100.0,0
TXN0004294,BUDU00093,2023-01-23 18:21:50,35400,Fashion & Pakaian,Uniqlo,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6841,107.3148,0.3061,0,0,0,1,0,18,1,0,0,48,0,0.0,Mon,4,<50k,0,0.10367467323892447,45+,168100.0,-132700.0,203500.0,203500.0,101750.0,0
TXN0004295,BUDU00093,2023-01-25 11:44:47,45500,Sembako & Kebutuhan Pokok,Giant,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6433,107.2674,0.2958,0,0,0,1,2,11,1,0,1,48,0,0.0,Wed,4,<50k,0,0.11609866467344095,45+,35400.0,10100.0,249000.0,249000.0,83000.0,0
TXN0004296,BUDU00093,2023-01-26 11:06:50,69100,Sembako & Kebutuhan Pokok,Giant,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6336,107.2385,0.2839,0,0,0,1,3,11,1,0,1,48,0,0.0,Thu,4,50k-200k,0,0.11609866467344095,45+,45500.0,23600.0,318100.0,318100.0,79525.0,0
TXN0004297,BUDU00093,2023-01-27 21:00:30,78600,Fashion & Pakaian,Batik Keris,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.644,107.3131,0.3289,0,1,0,1,4,21,1,0,1,48,0,0.0,Fri,4,50k-200k,0,0.10367467323892447,45+,69100.0,9500.0,396700.0,396700.0,79340.0,0
TXN0004298,BUDU00093,2023-04-01 16:20:24,42100,Sembako & Kebutuhan Pokok,Superindo,Gopay,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6036,107.3034,0.3494,0,0,1,4,5,16,2,1,0,48,0,0.0,Sat,13,<50k,0,0.11609866467344095,45+,78600.0,-36500.0,438800.0,438800.0,73133.33333333333,0
TXN0004299,BUDU00093,2023-05-07 08:00:10,179200,Makanan & Minuman,Warteg,Gopay,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6724,107.2766,0.2827,0,0,1,5,6,8,2,0,0,48,0,0.0,Sun,18,50k-200k,0,0.18739015373426798,45+,42100.0,137100.0,618000.0,618000.0,88285.71428571429,1
TXN0004300,BUDU00093,2023-05-11 13:42:48,86400,Fashion & Pakaian,Pasar Baju,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6147,107.2897,0.3319,0,0,0,5,3,13,2,0,0,48,0,0.0,Thu,19,50k-200k,0,0.10367467323892447,45+,179200.0,-92800.0,536300.0,704400.0,76614.28571428571,0
TXN0004301,BUDU00093,2023-05-29 21:48:06,13000,Sembako & Kebutuhan Pokok,Superindo,Transfer Bank,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6197,107.2467,0.2999,0,1,0,5,0,21,2,0,1,48,0,0.0,Mon,22,<50k,0,0.11609866467344095,45+,86400.0,-73400.0,513900.0,717400.0,73414.28571428571,0
TXN0004302,BUDU00093,2023-06-15 10:16:50,42700,Kesehatan,Klinik Pratama,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6804,107.3265,0.3179,0,0,0,6,3,10,2,0,0,48,0,0.0,Thu,24,<50k,0,0.011393709217995596,45+,13000.0,29700.0,511100.0,760100.0,73014.28571428571,0
TXN0004303,BUDU00093,2023-06-17 22:07:53,25900,Pulsa & Data,Telkomsel,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6919,107.2519,0.2512,0,1,1,6,5,22,2,0,0,48,0,0.0,Sat,24,<50k,0,0.04232237732571059,45+,42700.0,-16800.0,467900.0,786000.0,66842.85714285714,0
TXN0004304,BUDU00093,2023-06-27 21:07:15,34000,Sembako & Kebutuhan Pokok,Alfamart,Gopay,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6155,107.2954,0.3353,0,1,0,6,1,21,2,0,1,48,0,0.0,Tue,26,<50k,0,0.11609866467344095,45+,25900.0,8100.0,423300.0,820000.0,60471.42857142857,0
TXN0004305,BUDU00093,2023-06-30 18:56:31,50500,Sembako & Kebutuhan Pokok,Pasar Tradisional,Transfer Bank,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.642,107.3158,0.3322,0,0,0,6,4,18,2,0,1,48,0,0.0,Fri,26,50k-200k,0,0.11609866467344095,45+,34000.0,16500.0,431700.0,870500.0,61671.42857142857,0
TXN0004306,BUDU00093,2023-07-26 12:54:33,135600,Fashion & Pakaian,Uniqlo,Gopay,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6158,107.2386,0.2981,0,0,0,7,2,12,3,0,1,48,0,0.0,Wed,30,50k-200k,0,0.10367467323892447,45+,50500.0,85100.0,388100.0,1006100.0,55442.857142857145,1
TXN0004307,BUDU00093,2023-07-27 03:47:58,19700,Makanan & Minuman,Indomie Rebus,Transfer Bank,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6671,107.271,0.2819,0,0,0,7,3,3,3,0,1,48,0,0.0,Thu,30,<50k,0,0.18739015373426798,45+,135600.0,-115900.0,321400.0,1025800.0,45914.28571428572,0
TXN0004308,BUDU00093,2023-07-30 14:30:38,22300,Pulsa & Data,Tri (3),Transfer Bank,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6483,107.2286,0.2663,0,0,1,7,6,14,3,0,1,48,0,0.0,Sun,30,<50k,0,0.04232237732571059,45+,19700.0,2600.0,330700.0,1048100.0,47242.857142857145,0
TXN0004309,BUDU00093,2023-08-12 17:32:44,78700,Pendidikan,Buku Teks,Dana,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6976,107.2607,0.2544,0,0,1,8,5,17,3,0,0,48,0,0.0,Sat,32,50k-200k,0,0.019514757277630756,45+,22300.0,56400.0,366700.0,1126800.0,52385.71428571428,0
TXN0004310,BUDU00093,2023-09-23 10:42:55,31500,Sembako & Kebutuhan Pokok,Lotte Mart,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6446,107.2476,0.2814,0,0,1,9,5,10,3,0,0,48,0,0.0,Sat,38,<50k,0,0.11609866467344095,45+,78700.0,-47200.0,372300.0,1158300.0,53185.71428571428,0
TXN0004311,BUDU00093,2023-09-30 10:43:01,32700,Fashion & Pakaian,Pasar Baju,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6072,107.3208,0.3592,0,0,1,9,5,10,3,0,1,48,0,0.0,Sat,39,<50k,0,0.10367467323892447,45+,31500.0,1200.0,371000.0,1191000.0,53000.0,0
TXN0004312,BUDU00093,2023-10-23 12:07:23,42600,Transportasi,Angkot,Gopay,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6832,107.3259,0.3158,0,0,0,10,0,12,4,0,0,48,0,0.0,Mon,43,<50k,0,0.0957354396880871,45+,32700.0,9900.0,363100.0,1233600.0,51871.42857142857,0
TXN0004313,BUDU00093,2023-11-04 19:09:46,99200,Kesehatan,Laboratorium,Dana,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6133,107.2508,0.3075,0,0,1,11,5,19,4,1,0,48,0,0.0,Sat,44,50k-200k,0,0.011393709217995596,45+,42600.0,56600.0,326700.0,1332800.0,46671.42857142857,1
TXN0004314,BUDU00093,2023-12-03 12:43:34,106500,Pulsa & Data,Telkomsel,Gopay,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6372,107.293,0.3184,0,0,1,12,6,12,4,1,0,48,0,0.0,Sun,48,50k-200k,0,0.04232237732571059,45+,99200.0,7300.0,413500.0,1439300.0,59071.42857142857,0
TXN0004315,BUDU00093,2023-12-21 19:26:23,42000,Fashion & Pakaian,Zara,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6563,107.2513,0.2753,0,0,0,12,3,19,4,0,0,48,0,0.0,Thu,51,<50k,0,0.10367467323892447,45+,106500.0,-64500.0,433200.0,1481300.0,61885.71428571428,0
TXN0004316,BUDU00093,2023-12-26 19:05:15,83200,Fashion & Pakaian,Zara,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.606,107.2641,0.3215,0,0,0,12,1,19,4,0,1,48,0,0.0,Tue,52,50k-200k,0,0.10367467323892447,45+,42000.0,41200.0,437700.0,1564500.0,62528.57142857143,0
TXN0004317,BUDU00093,2024-01-03 21:34:14,30100,Sembako & Kebutuhan Pokok,Hypermart,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6079,107.2682,0.3226,0,1,0,1,2,21,1,1,0,48,0,0.0,Wed,1,<50k,0,0.11609866467344095,45+,83200.0,-53100.0,436300.0,1594600.0,62328.57142857143,0
TXN0004318,BUDU00093,2024-01-21 20:14:01,92800,Makanan & Minuman,Geprek/Ayam Goreng,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6419,107.3076,0.326,0,1,1,1,6,20,1,0,0,48,0,0.0,Sun,3,50k-200k,0,0.18739015373426798,45+,30100.0,62700.0,496400.0,1687400.0,70914.28571428571,0
TXN0004319,BUDU00093,2024-02-10 16:33:41,98600,Makanan & Minuman,Indomie Rebus,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6858,107.3214,0.3107,0,0,1,2,5,16,1,0,0,48,0,0.0,Sat,6,50k-200k,0,0.18739015373426798,45+,92800.0,5800.0,552400.0,1786000.0,78914.28571428571,0
TXN0004320,BUDU00093,2024-02-24 16:29:44,33200,Makanan & Minuman,Warteg,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.61,107.2522,0.3109,0,0,1,2,5,16,1,0,0,48,0,0.0,Sat,8,<50k,0,0.18739015373426798,45+,98600.0,-65400.0,486400.0,1819200.0,69485.71428571429,0
TXN0004321,BUDU00093,2024-02-25 08:08:39,37100,Makanan & Minuman,Jus Buah,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6539,107.296,0.3094,0,0,1,2,6,8,1,0,1,48,0,0.0,Sun,8,<50k,0,0.18739015373426798,45+,33200.0,3900.0,417000.0,1856300.0,59571.42857142857,0
TXN0004322,BUDU00093,2024-04-05 17:26:32,27700,Pendidikan,Zenius,Tunai,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.673,107.2964,0.2977,0,0,0,4,4,17,2,1,0,48,0,0.0,Fri,14,<50k,0,0.019514757277630756,45+,37100.0,-9400.0,402700.0,1884000.0,57528.57142857143,0
TXN0004323,BUDU00093,2024-07-25 09:13:08,32100,Transportasi,Krl Commuter,Ovo,P,48,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Sejahtera,Desa,4100,-5.8552,107.061,-5.6699,107.2831,0.2892,0,0,0,7,3,9,3,0,1,48,0,0.0,Thu,30,<50k,0,0.0957354396880871,45+,27700.0,4400.0,351600.0,1748000.0,50228.57142857143,0
